function,algo,run,error
F6,GWO,29,4.875913e-02
F6,PSO,0,1.246811e-04
F6,PSO,1,1.062591e-04
F6,PSO,2,6.097899e-04
F6,PSO,3,4.835754e-03
F6,PSO,4,5.882502e-04
F6,PSO,5,4.582428e-07
F6,PSO,6,2.932278e-04
F6,PSO,7,1.627058e-03
F6,PSO,8,4.577613e-05
F6,PSO,9,2.260758e-07
F6,PSO,10,1.444279e-03
F6,PSO,11,3.611591e-03
F6,PSO,12,5.878974e-04
F6,PSO,13,9.520098e-04
F6,PSO,14,8.459567e-03
F6,PSO,15,6.122346e-06
F6,PSO,16,3.139442e-06
F6,PSO,17,2.633783e-09
F6,PSO,18,3.511500e-07
F6,PSO,19,4.600079e-05
F6,PSO,20,6.301664e-03
F6,PSO,21,1.720289e-04
F6,PSO,22,5.391104e-03
F6,PSO,23,2.540024e-04
F6,PSO,24,2.577995e-04
F6,PSO,25,1.800243e-04
F6,PSO,26,1.295898e-07
F6,PSO,27,7.320585e-03
F6,PSO,28,3.537532e-05
F6,PSO,29,7.880226e-03
F6,DE,0,1.462332e-01
F6,DE,1,2.079420e-01
F6,DE,2,2.306339e-01
F6,DE,3,2.835819e-01
F6,DE,4,3.782598e-01
F6,DE,5,8.132108e-02
F6,DE,6,1.227503e-01
F6,DE,7,4.881821e-01
F6,DE,8,9.368435e-02
F6,DE,9,2.722702e-01
F6,DE,10,2.253753e-01
F6,DE,11,5.936269e-02
F6,DE,12,2.757494e-01
F6,DE,13,1.165478e-01
F6,DE,14,1.049121e-01
F6,DE,15,2.960546e-02
F6,DE,16,1.424391e-01
F6,DE,17,1.135620e-01
F6,DE,18,1.912380e-01
F6,DE,19,4.038499e-02
F6,DE,20,1.563000e-01
F6,DE,21,2.136630e-01
F6,DE,22,3.056613e-01
F6,DE,23,1.205533e-01
F6,DE,24,4.348089e-01
F6,DE,25,1.973153e-02
F6,DE,26,2.571980e-01
F6,DE,27,7.480396e-02
F6,DE,28,7.899772e-02
F6,DE,29,1.202547e-01
F6,WOA,0,2.146369e-03
F6,WOA,1,1.028855e-01
F6,WOA,2,1.276919e-01
F6,WOA,3,2.190768e-03
F6,WOA,4,5.277840e-04
F6,WOA,5,1.354142e-02
F6,WOA,6,2.319886e-03
F6,WOA,7,5.529072e-05
F6,WOA,8,6.749626e-03
F6,WOA,9,1.683421e-02
F6,WOA,10,9.451635e-03
F6,WOA,11,1.304564e-04
F6,WOA,12,6.622983e-05
F6,WOA,13,1.391050e-03
F6,WOA,14,6.591121e-03
F6,WOA,15,4.767592e-04
F6,WOA,16,1.887017e-06
F6,WOA,17,5.383790e-04
F6,WOA,18,1.236662e-02
F6,WOA,19,2.702686e-03
F6,WOA,20,5.344516e-02
F6,WOA,21,1.270264e-01
F6,WOA,22,1.823898e-02
F6,WOA,23,2.760322e-03
F6,WOA,24,1.424499e-04
F6,WOA,25,4.946757e-02
F6,WOA,26,2.245639e-04
F6,WOA,27,4.448410e-02
F6,WOA,28,2.027647e-02
F6,WOA,29,1.304961e-03
F7,EOGWO,0,6.227844e-02
F7,EOGWO,1,3.276963e+00
F7,EOGWO,2,7.373514e-01
F7,EOGWO,3,3.253913e-02
F7,EOGWO,4,4.023920e-03
F7,EOGWO,5,3.399999e-03
F7,EOGWO,6,2.538596e-03
F7,EOGWO,7,9.565026e-02
F7,EOGWO,8,4.665805e-04
F7,EOGWO,9,1.828646e-01
F7,EOGWO,10,2.827672e+00
F7,EOGWO,11,1.803314e-01
F7,EOGWO,12,1.160734e-03
F7,EOGWO,13,4.523237e-04
F7,EOGWO,14,4.757232e-03
F7,EOGWO,15,4.554417e-01
F7,EOGWO,16,1.228077e-03
F7,EOGWO,17,1.951267e-02
F7,EOGWO,18,4.549556e-04
F7,EOGWO,19,9.124118e-04
F7,EOGWO,20,1.014912e-03
F7,EOGWO,21,5.625782e-04
F7,EOGWO,22,9.217578e-02
F7,EOGWO,23,5.444795e-01
F7,EOGWO,24,1.884384e-03
F7,EOGWO,25,1.062668e-01
F7,EOGWO,26,1.464200e-03
F7,EOGWO,27,9.342840e-03
F7,EOGWO,28,1.818716e-01
F7,EOGWO,29,2.250359e-02
F7,GWO,0,9.365121e-02
F7,GWO,1,7.449200e-03
F7,GWO,2,1.722269e-02
F7,GWO,3,1.177140e-01
F7,GWO,4,2.704186e+00
F7,GWO,5,1.906826e-01
F7,GWO,6,2.767243e-03
F7,GWO,7,1.052426e-02
F7,GWO,8,1.880312e-01
F7,GWO,9,1.280991e-02
F7,GWO,10,3.001681e+00
F7,GWO,11,6.888563e+00
F7,GWO,12,1.091542e-01
F7,GWO,13,9.328526e-02
F7,GWO,14,1.928176e-01
F7,GWO,15,1.034007e-02
F7,GWO,16,1.860098e+00
F7,GWO,17,2.822246e-02
F7,GWO,18,2.172173e-01
F7,GWO,19,1.061533e-01
F7,GWO,20,2.777368e-01
F7,GWO,21,7.005370e-01
F7,GWO,22,2.731793e-01
F7,GWO,23,5.136726e+00
F7,GWO,24,9.370432e-02
F7,GWO,25,1.816872e-01
F7,GWO,26,6.813581e-01
F7,GWO,27,7.446359e-03
F7,GWO,28,6.402599e-01
F7,GWO,29,9.157006e-02
F7,PSO,0,1.790565e-01
F7,PSO,1,3.053599e+00
F7,PSO,2,4.710273e-09
F7,PSO,3,8.952825e-02
F7,PSO,4,5.868697e-01
F7,PSO,5,8.952825e-02
F7,PSO,6,4.543240e-01
F7,PSO,7,3.326033e-08
F7,PSO,8,3.836931e-10
F7,PSO,9,3.149125e-11
F7,PSO,10,1.129035e-08
F7,PSO,11,1.443823e-11
F7,PSO,12,1.323428e-09
F7,PSO,13,2.103206e-11
F7,PSO,14,6.616574e-11
F7,PSO,15,2.196430e-10
F7,PSO,16,1.398348e-10
F7,PSO,17,7.900212e-09
F7,PSO,18,5.868697e-01
F7,PSO,19,8.952825e-02
F7,PSO,20,8.952825e-02
F7,PSO,21,8.952825e-02
F7,PSO,22,1.144758e-08
F7,PSO,23,3.997229e-10
F7,PSO,24,5.868697e-01
F7,PSO,25,2.048652e+00
F7,PSO,26,1.068656e-11
F7,PSO,27,5.151151e-10
F7,PSO,28,3.809371e-07
F7,PSO,29,8.333245e-11
F7,DE,0,2.269235e-08
F7,DE,1,2.978627e-06
F7,DE,2,3.403975e-06
F7,DE,3,4.543240e-01
F7,DE,4,0.000000e+00
F7,DE,5,1.136868e-13
F7,DE,6,0.000000e+00
F7,DE,7,0.000000e+00
F7,DE,8,8.952825e-02
F7,DE,9,4.865370e-06
F7,DE,10,4.222329e-10
F7,DE,11,4.771960e-08
F7,DE,12,7.105427e-11
F7,DE,13,4.543240e-01
F7,DE,14,0.000000e+00
F7,DE,15,9.663381e-12
F7,DE,16,4.547474e-13
F7,DE,17,4.433787e-12
F7,DE,18,5.161382e-10
F7,DE,19,6.861882e-07
F7,DE,20,1.136868e-13
F7,DE,21,0.000000e+00
F7,DE,22,3.637979e-12
F7,DE,23,6.022675e-06
F7,DE,24,4.419985e-08
F7,DE,25,6.934897e-12
F7,DE,26,1.091394e-11
F7,DE,27,1.258060e-06
F7,DE,28,3.524292e-12
F7,DE,29,0.000000e+00
F7,WOA,0,1.258461e+00
F7,WOA,1,9.001849e-02
F7,WOA,2,2.272750e+00
F7,WOA,3,4.997997e+00
F7,WOA,4,6.337753e-01
F7,WOA,5,7.332041e+00
F7,WOA,6,6.034962e+00
F7,WOA,7,2.687697e-01
F7,WOA,8,1.053104e+00
F7,WOA,9,1.249235e+01
F7,WOA,10,1.438303e+01
F7,WOA,11,3.802187e+01
F7,WOA,12,1.099287e+01
F7,WOA,13,3.490788e+00
F7,WOA,14,1.939836e+01
F7,WOA,15,1.729294e+01
F7,WOA,16,5.487428e-01
F7,WOA,17,4.065994e+00
F7,WOA,18,1.308127e+00
F7,WOA,19,7.290221e+00
F7,WOA,20,9.956345e+00
F7,WOA,21,2.318155e+00
F7,WOA,22,9.287479e-02
F7,WOA,23,2.357024e+01
F7,WOA,24,4.814806e+00
F7,WOA,25,7.035559e+00
F7,WOA,26,4.177932e+00
F7,WOA,27,3.636609e+00
F7,WOA,28,5.133804e+00
F7,WOA,29,4.771424e+00
F8,EOGWO,0,2.044532e+01
F8,EOGWO,1,2.046708e+01
F8,EOGWO,2,2.047477e+01
F8,EOGWO,3,2.057962e+01
F8,EOGWO,4,2.043990e+01
F8,EOGWO,5,2.038777e+01
F8,EOGWO,6,2.051257e+01
F8,EOGWO,7,2.041229e+01
F8,EOGWO,8,2.050386e+01
F8,EOGWO,9,2.045127e+01
F8,EOGWO,10,2.057961e+01
F8,EOGWO,11,2.052696e+01
F8,EOGWO,12,2.046970e+01
F8,EOGWO,13,2.061217e+01
F8,EOGWO,14,2.038164e+01
F8,EOGWO,15,2.047796e+01
F8,EOGWO,16,2.048782e+01
F8,EOGWO,17,2.038940e+01
F8,EOGWO,18,2.039556e+01
F8,EOGWO,19,2.029824e+01
F8,EOGWO,20,2.046133e+01
F8,EOGWO,21,2.054904e+01
F8,EOGWO,22,2.048112e+01
F8,EOGWO,23,2.033489e+01
F8,EOGWO,24,2.051978e+01
F8,EOGWO,25,2.048264e+01
F8,EOGWO,26,2.059817e+01
F8,EOGWO,27,2.050094e+01
F8,EOGWO,28,2.038923e+01
F8,EOGWO,29,4.607152e-01
F8,GWO,0,2.048774e+01
F8,GWO,1,2.033035e+01
F8,GWO,2,2.036479e+01
F8,GWO,3,2.051387e+01
F8,GWO,4,2.043909e+01
F8,GWO,5,2.028473e+01
F8,GWO,6,2.051087e+01
F8,GWO,7,2.061269e+01
F8,GWO,8,2.053497e+01
F8,GWO,9,2.061057e+01
F8,GWO,10,2.041039e+01
F8,GWO,11,2.040745e+01
F8,GWO,12,2.046670e+01
F8,GWO,13,2.056362e+01
F8,GWO,14,2.050838e+01
F8,GWO,15,2.049898e+01
F8,GWO,16,2.048350e+01
F8,GWO,17,2.052711e+01
F8,GWO,18,2.029984e+01
F8,GWO,19,2.026235e+01
F8,GWO,20,2.062227e+01
F8,GWO,21,2.047329e+01
F8,GWO,22,2.039847e+01
F8,GWO,23,2.066532e+01
F8,GWO,24,2.032649e+01
F8,GWO,25,2.024411e+01
F8,GWO,26,2.046466e+01
F8,GWO,27,2.055908e+01
F8,GWO,28,2.056242e+01
F8,GWO,29,2.063791e+01
F8,PSO,0,2.049256e+01
F8,PSO,1,2.053409e+01
F8,PSO,2,2.029442e+01
F8,PSO,3,2.064834e+01
F8,PSO,4,2.043233e+01
F8,PSO,5,2.039982e+01
F8,PSO,6,2.032123e+01
F8,PSO,7,2.050718e+01
F8,PSO,8,2.042641e+01
F8,PSO,9,2.029319e+01
F8,PSO,10,2.039162e+01
F8,PSO,11,2.043442e+01
F8,PSO,12,2.039659e+01
F8,PSO,13,2.049964e+01
F8,PSO,14,2.036240e+01
F8,PSO,15,2.034417e+01
F8,PSO,16,2.054083e+01
F8,PSO,17,2.050714e+01
F8,PSO,18,2.036078e+01
F8,PSO,19,2.055627e+01
F8,PSO,20,2.034670e+01
F8,PSO,21,2.036197e+01
F8,PSO,22,2.030926e+01
F8,PSO,23,2.040356e+01
F8,PSO,24,2.040354e+01
F8,PSO,25,2.040890e+01
F8,PSO,26,2.034169e+01
F8,PSO,27,2.033269e+01
F8,PSO,28,2.046840e+01
F8,PSO,29,2.048855e+01
F8,DE,0,2.046975e+01
F8,DE,1,2.050724e+01
F8,DE,2,2.051922e+01
F8,DE,3,2.050790e+01
F8,DE,4,2.035439e+01
F8,DE,5,2.061444e+01
F8,DE,6,2.066345e+01
F8,DE,7,2.050688e+01
F8,DE,8,2.064251e+01
F8,DE,9,2.059270e+01
F8,DE,10,2.050144e+01
F8,DE,11,2.027417e+01
F8,DE,12,2.047115e+01
F8,DE,13,2.054856e+01
F8,DE,14,2.057968e+01
F8,DE,15,2.051435e+01
F8,DE,16,2.046443e+01
F8,DE,17,2.064514e+01
F8,DE,18,2.052776e+01
F8,DE,19,2.039541e+01
F8,DE,20,2.063535e+01
F8,DE,21,2.042357e+01
F8,DE,22,2.046429e+01
F8,DE,23,2.050284e+01
F8,DE,24,2.039642e+01
F8,DE,25,2.043528e+01
F8,DE,26,2.044969e+01
F8,DE,27,2.036977e+01
F8,DE,28,2.047861e+01
F8,DE,29,2.049983e+01
F8,WOA,0,2.018195e+01
F8,WOA,1,2.014166e+01
F8,WOA,2,1.999635e+01
F8,WOA,3,2.002394e+01
F8,WOA,4,2.034478e+01
F8,WOA,5,2.000781e+01
F8,WOA,6,2.003335e+01
F8,WOA,7,2.033474e+01
F8,WOA,8,2.003130e+01
F8,WOA,9,2.001058e+01
F8,WOA,10,2.000837e+01
F8,WOA,11,2.002706e+01
F8,WOA,12,2.046833e+01
F8,WOA,13,2.010037e+01
F8,WOA,14,2.019476e+01
F8,WOA,15,2.005683e+01
F8,WOA,16,2.003344e+01
F8,WOA,17,2.005375e+01
F8,WOA,18,2.001779e+01
F8,WOA,19,2.033635e+01
F8,WOA,20,2.023775e+01
F8,WOA,21,2.029416e+01
F8,WOA,22,2.009620e+01
F8,WOA,23,2.017990e+01
F8,WOA,24,2.031834e+01
F8,WOA,25,2.002807e+01
F8,WOA,26,2.000686e+01
F8,WOA,27,2.032273e+01
F8,WOA,28,2.001065e+01
F8,WOA,29,2.010178e+01
F9,EOGWO,0,1.276051e-01
F9,EOGWO,1,7.377364e-01
F9,EOGWO,2,8.164530e-01
F9,EOGWO,3,7.303219e-01
F9,EOGWO,4,8.454140e-01
F9,EOGWO,5,7.155580e-01
F9,EOGWO,6,6.842538e-01
F9,EOGWO,7,8.291166e-01
F9,EOGWO,8,7.300973e-01
F9,EOGWO,9,5.815054e-01
F9,EOGWO,10,6.718518e-01
F9,EOGWO,11,8.069034e-01
F9,EOGWO,12,2.973559e-01
F9,EOGWO,13,7.787932e-01
F9,EOGWO,14,9.313221e-01
F9,EOGWO,15,8.030463e-01
F9,EOGWO,16,7.938262e-01
F9,EOGWO,17,8.213816e-01
F9,EOGWO,18,7.280356e-01
F9,EOGWO,19,8.581324e-01
F9,EOGWO,20,6.006942e-01
F9,EOGWO,21,8.121990e-01
F9,EOGWO,22,7.379206e-01
F9,EOGWO,23,8.921688e-01
F9,EOGWO,24,7.634047e-01
F9,EOGWO,25,8.312839e-01
F9,EOGWO,26,7.375731e-01
F9,EOGWO,27,7.170927e-01
F9,EOGWO,28,6.915670e-01
F9,EOGWO,29,6.694467e-01
F9,GWO,0,7.369744e-01
F9,GWO,1,6.643163e-01
F9,GWO,2,1.564428e+00
F9,GWO,3,1.765719e+00
F9,GWO,4,2.867471e-01
F9,GWO,5,7.083583e-01
F9,GWO,6,8.394674e-01
F9,GWO,7,1.726515e-01
F9,GWO,8,6.962708e-01
F9,GWO,9,6.827977e-01
F9,GWO,10,9.380614e-01
F9,GWO,11,8.575051e-01
F9,GWO,12,7.751261e-01
F9,GWO,13,5.449692e-01
F9,GWO,14,1.950448e+00
F9,GWO,15,7.130090e-01
F9,GWO,16,1.257389e+00
F9,GWO,17,6.628738e-01
F9,GWO,18,1.418833e+00
F9,GWO,19,8.315085e-01
F9,GWO,20,9.289708e-01
F9,GWO,21,1.658943e+00
F9,GWO,22,1.457295e+00
F9,GWO,23,7.674815e-01
F9,GWO,24,3.172394e-01
F9,GWO,25,1.523911e+00
F9,GWO,26,7.037606e-01
F9,GWO,27,7.688203e-01
F9,GWO,28,1.516119e+00
F9,GWO,29,1.446319e-01
F9,PSO,0,1.748312e-01
F9,PSO,1,5.219307e-01
F9,PSO,2,3.128187e-01
F9,PSO,3,1.721278e-01
F9,PSO,4,1.475950e-01
F9,PSO,5,1.329914e-01
F9,PSO,6,4.766762e-01
F9,PSO,7,6.886118e-02
F9,PSO,8,8.358719e-02
F9,PSO,9,5.410831e-02
F9,PSO,10,2.684326e-01
F9,PSO,11,1.994298e-01
F9,PSO,12,2.216059e-02
F9,PSO,13,1.032775e-01
F9,PSO,14,8.849719e-02
F9,PSO,15,1.796149e-01
F9,PSO,16,1.748267e-01
F9,PSO,17,2.460269e-02
F9,PSO,18,1.846312e-01
F9,PSO,19,1.107630e-01
F9,PSO,20,1.653355e-01
F9,PSO,21,1.402381e-01
F9,PSO,22,3.692442e-02
F9,PSO,23,1.845381e-01
F9,PSO,24,9.111614e-02
F9,PSO,25,1.107569e-01
F9,PSO,26,1.280025e-01
F9,PSO,27,4.927663e-02
F9,PSO,28,1.132448e-01
F9,PSO,29,1.922766e-01
F9,DE,0,9.857285e-03
F9,DE,1,9.857285e-03
F9,DE,2,3.447713e-02
F9,DE,3,5.420585e-02
F9,DE,4,2.844648e-05
F9,DE,5,5.163958e-02
F9,DE,6,6.213667e-02
F9,DE,7,8.526513e-12
F9,DE,8,2.212673e-02
F9,DE,9,0.000000e+00
F9,DE,10,8.373170e-02
F9,DE,11,7.131625e-02
F9,DE,12,1.230381e-01
F9,DE,13,2.958351e-02
F9,DE,14,2.461003e-02
F9,DE,15,1.479181e-02
F9,DE,16,3.939962e-02
F9,DE,17,8.361068e-02
F9,DE,18,3.692365e-02
F9,DE,19,3.444777e-02
F9,DE,20,3.692365e-02
F9,DE,21,9.361221e-02
F9,DE,22,1.912113e-01
F9,DE,23,1.723611e-02
F9,DE,24,3.935307e-02
F9,DE,25,1.673391e-08
F9,DE,26,1.724358e-02
F9,DE,27,1.477241e-02
F9,DE,28,2.710078e-02
F9,DE,29,1.008622e-01
F9,WOA,0,1.567019e-01
F9,WOA,1,9.966620e-02
F9,WOA,2,2.263211e-01
F9,WOA,3,2.317453e-01
F9,WOA,4,1.420670e-01
F9,WOA,5,2.999696e-01
F9,WOA,6,1.619276e-01
F9,WOA,7,1.607996e-01
F9,WOA,8,1.315641e-01
F9,WOA,9,3.334156e-01
F9,WOA,10,3.855426e-01
F9,WOA,11,4.028264e-01
F9,WOA,12,1.034063e-01
F9,WOA,13,2.932239e-01
F9,WOA,14,7.215582e-01
F9,WOA,15,2.652741e-01
F9,WOA,16,4.422776e-01
F9,WOA,17,1.490213e-01
F9,WOA,18,9.058595e-02
F9,WOA,19,1.210665e-01
F9,WOA,20,3.068545e-01
F9,WOA,21,3.433691e-01
F9,WOA,22,4.166417e-01
F9,WOA,23,1.632258e-01
F9,WOA,24,3.359040e-01
F9,WOA,25,8.574345e-01
F9,WOA,26,1.861593e-01
F9,WOA,27,1.099679e-01
F9,WOA,28,2.095353e-01
F9,WOA,29,4.278870e-01
F10,EOGWO,0,8.879600e+03
F10,EOGWO,1,2.064842e+04
F10,EOGWO,2,1.188061e+04
F10,EOGWO,3,1.739190e+04
F10,EOGWO,4,9.876877e+03
F10,EOGWO,5,5.793440e+03
F10,EOGWO,6,4.344093e+03
F10,EOGWO,7,8.872110e+03
F10,EOGWO,8,1.265117e+04
F10,EOGWO,9,7.329377e+03
F10,EOGWO,10,1.483110e+04
F10,EOGWO,11,8.635083e+03
F10,EOGWO,12,1.158960e+04
F10,EOGWO,13,9.414374e+03
F10,EOGWO,14,9.693156e+03
F10,EOGWO,15,1.079970e+04
F10,EOGWO,16,1.177046e+04
F10,EOGWO,17,1.411416e+04
F10,EOGWO,18,1.393446e+04
F10,EOGWO,19,1.446458e+04
F10,EOGWO,20,2.150856e+04
F10,EOGWO,21,1.106472e+04
F10,EOGWO,22,9.687239e+03
F10,EOGWO,23,1.657721e+04
F10,EOGWO,24,1.009050e+04
F10,EOGWO,25,1.038455e+04
F10,EOGWO,26,1.605783e+04
F10,EOGWO,27,9.852986e+03
F10,EOGWO,28,2.566451e+04
F10,EOGWO,29,1.599279e+04
F10,GWO,0,1.281035e+04
F10,GWO,1,1.598510e+04
F10,GWO,2,9.272881e+03
F10,GWO,3,1.654435e+04
F10,GWO,4,1.593384e+04
F10,GWO,5,8.558403e+03
F10,GWO,6,1.139124e+04
F10,GWO,7,9.645429e+03
F10,GWO,8,1.297980e+04
F10,GWO,9,1.026028e+04
F10,GWO,10,1.819601e+04
F10,GWO,11,5.916938e+03
F10,GWO,12,1.557454e+04
F10,GWO,13,1.793789e+04
F10,GWO,14,2.973896e+03
F10,GWO,15,1.020628e+04
F10,GWO,16,1.297110e+04
F10,GWO,17,1.438842e+04
F10,GWO,18,1.290520e+04
F10,GWO,19,2.097374e+04
F10,GWO,20,2.357564e+04
F10,GWO,21,2.136033e+04
F10,GWO,22,1.297504e+04
F10,GWO,23,6.508697e+03
F10,GWO,24,1.401977e+04
F10,GWO,25,1.228857e+04
F10,GWO,26,1.177973e+04
F10,GWO,27,9.106375e+03
F10,GWO,28,2.435221e+04
F10,GWO,29,1.965239e+03
F10,PSO,0,1.156973e+04
F10,PSO,1,2.065201e+04
F10,PSO,2,6.095935e+04
F10,PSO,3,2.203051e+04
F10,PSO,4,1.918341e+04
F10,PSO,5,5.663406e+03
F10,PSO,6,4.442438e+03
F10,PSO,7,2.498194e+04
F10,PSO,8,1.079189e+04
F10,PSO,9,8.784452e+03
F10,PSO,10,1.126481e+04
F10,PSO,11,3.039357e+04
F10,PSO,12,1.350520e+04
F10,PSO,13,2.320944e+04
F10,PSO,14,2.340310e+03
F10,PSO,15,1.410810e+04
F10,PSO,16,1.470828e+04
F10,PSO,17,2.067953e+04
F10,PSO,18,1.118718e+04
F10,PSO,19,1.178939e+04
F10,PSO,20,1.756697e+04
F10,PSO,21,8.491910e+03
F10,PSO,22,9.926390e+03
F10,PSO,23,9.171275e+03
F10,PSO,24,4.332417e+03
F10,PSO,25,2.304426e+04
F10,PSO,26,2.198963e+04
F10,PSO,27,1.900904e+04
F10,PSO,28,3.476380e+04
F10,PSO,29,9.099271e+03
F10,DE,0,1.114005e+03
F10,DE,1,3.501064e+03
F10,DE,2,8.488784e+03
F10,DE,3,1.697282e+03
F10,DE,4,1.688607e+04
F10,DE,5,3.818440e+03
F10,DE,6,1.885830e+03
F10,DE,7,4.190524e+03
F10,DE,8,5.054218e+03
F10,DE,9,2.129358e+03
F10,DE,10,8.442265e+03
F10,DE,11,1.539482e+04
F10,DE,12,9.460590e+02
F10,DE,13,2.123974e+03
F10,DE,14,3.021288e+03
F10,DE,15,2.726287e+03
F10,DE,16,2.972514e+03
F10,DE,17,3.496314e+03
F10,DE,18,1.460418e+04
F10,DE,19,1.016342e+04
F10,DE,20,1.525766e+03
F10,DE,21,7.051158e+03
F10,DE,22,8.027794e+03
F10,DE,23,3.570314e+03
F10,DE,24,3.882726e+03
F10,DE,25,2.693591e+03
F10,DE,26,2.267321e+03
F10,DE,27,6.630221e+03
F10,DE,28,8.305902e+03
F10,DE,29,1.005461e+04
F10,WOA,0,1.674669e+04
F10,WOA,1,1.641061e+04
F10,WOA,2,1.229173e+04
F10,WOA,3,1.329626e+04
F10,WOA,4,1.465647e+04
F10,WOA,5,1.449604e+04
F10,WOA,6,9.744879e+03
F10,WOA,7,1.127763e+04
F10,WOA,8,1.432194e+04
F10,WOA,9,1.365397e+04
F10,WOA,10,1.951123e+04
F10,WOA,11,1.759655e+04
F10,WOA,12,8.988111e+03
F10,WOA,13,1.292059e+04
F10,WOA,14,9.256496e+03
F10,WOA,15,1.784712e+04
F10,WOA,16,1.489748e+04
F10,WOA,17,2.599915e+04
F10,WOA,18,1.473310e+04
F10,WOA,19,2.358978e+04
F10,WOA,20,2.046928e+04
F10,WOA,21,2.623668e+04
F10,WOA,22,1.482894e+04
F10,WOA,23,1.692889e+04
F10,WOA,24,2.486284e+04
F10,WOA,25,2.456874e+04
F10,WOA,26,1.725733e+04
F10,WOA,27,1.694910e+04
F10,WOA,28,1.556099e+04
F10,WOA,29,1.690807e+04
