function,algo,run,error
F6,PSO,0,1.295351e-01
F6,PSO,1,1.486290e-01
F6,PSO,2,4.650400e-02
F6,PSO,3,4.388160e-02
F6,PSO,4,2.108391e-03
F6,PSO,5,5.968604e-02
F6,PSO,6,2.022159e-01
F6,PSO,7,7.677584e-02
F6,PSO,8,2.681868e-01
F6,PSO,9,1.412278e-01
F6,PSO,10,7.419712e-01
F6,PSO,11,3.739238e-01
F6,PSO,12,1.025114e-01
F6,PSO,13,4.197388e-01
F6,PSO,14,2.718359e-02
F6,PSO,15,3.093933e-01
F6,PSO,16,4.782189e-01
F6,PSO,17,3.508562e-01
F6,PSO,18,2.323564e-01
F6,PSO,19,2.327101e-01
F6,PSO,20,1.309879e-01
F6,PSO,21,7.385331e-02
F6,PSO,22,3.233008e-01
F6,PSO,23,3.557936e-01
F6,PSO,24,4.116997e-02
F6,PSO,25,2.523469e-01
F6,PSO,26,3.203860e-01
F6,PSO,27,7.135303e-02
F6,PSO,28,4.662671e-02
F6,PSO,29,5.900188e-01
F6,DE,0,2.076283e+00
F6,DE,1,1.624905e+00
F6,DE,2,2.309477e+00
F6,DE,3,2.494860e+00
F6,DE,4,2.638694e+00
F6,DE,5,2.921239e+00
F6,DE,6,2.426676e+00
F6,DE,7,2.564603e+00
F6,DE,8,2.195040e+00
F6,DE,9,3.280969e+00
F6,DE,10,1.784521e+00
F6,DE,11,2.975154e+00
F6,DE,12,1.819695e+00
F6,DE,13,2.964566e+00
F6,DE,14,2.374429e+00
F6,DE,15,2.353466e+00
F6,DE,16,3.442361e+00
F6,DE,17,2.742052e+00
F6,DE,18,2.049476e+00
F6,DE,19,2.260769e+00
F6,DE,20,2.654297e+00
F6,DE,21,2.532510e+00
F6,DE,22,3.282361e+00
F6,DE,23,2.576375e+00
F6,DE,24,1.727795e+00
F6,DE,25,3.104639e+00
F6,DE,26,2.156361e+00
F6,DE,27,2.305732e+00
F6,DE,28,1.883001e+00
F6,DE,29,3.132855e+00
F6,WOA,0,2.584213e-01
F6,WOA,1,5.806751e-02
F6,WOA,2,5.380886e-02
F6,WOA,3,2.164101e-01
F6,WOA,4,1.927449e-01
F6,WOA,5,4.255128e-01
F6,WOA,6,1.139075e-01
F6,WOA,7,1.346526e-01
F6,WOA,8,8.764062e-01
F6,WOA,9,2.196836e-01
F6,WOA,10,1.757602e-02
F6,WOA,11,3.866044e-01
F6,WOA,12,4.363461e-01
F6,WOA,13,2.768733e-02
F6,WOA,14,2.033030e-01
F6,WOA,15,4.465160e-01
F6,WOA,16,4.440627e-02
F6,WOA,17,1.780347e-01
F6,WOA,18,2.569853e-01
F6,WOA,19,1.997614e-01
F6,WOA,20,2.207696e-01
F6,WOA,21,1.751944e-01
F6,WOA,22,2.785119e-01
F6,WOA,23,1.240604e-01
F6,WOA,24,2.225795e-01
F6,WOA,25,7.307210e-01
F6,WOA,26,8.259488e-01
F6,WOA,27,1.798870e-01
F6,WOA,28,1.182991e-01
F6,WOA,29,4.367586e-01
F7,EOGWO,0,8.591656e+00
F7,EOGWO,1,2.207595e+01
F7,EOGWO,2,1.138303e+01
F7,EOGWO,3,7.919218e+00
F7,EOGWO,4,2.570429e+01
F7,EOGWO,5,2.568375e+01
F7,EOGWO,6,1.225350e+01
F7,EOGWO,7,2.301562e+01
F7,EOGWO,8,1.694997e+01
F7,EOGWO,9,2.791969e+01
F7,EOGWO,10,1.186960e+01
F7,EOGWO,11,1.872974e+01
F7,EOGWO,12,3.146508e+01
F7,EOGWO,13,1.038344e+01
F7,EOGWO,14,3.588587e+01
F7,EOGWO,15,1.016104e+01
F7,EOGWO,16,2.897707e+01
F7,EOGWO,17,1.605097e+01
F7,EOGWO,18,2.285660e+01
F7,EOGWO,19,1.209660e+00
F7,EOGWO,20,3.017625e+01
F7,EOGWO,21,4.104646e+01
F7,EOGWO,22,2.238427e+01
F7,EOGWO,23,1.284583e+01
F7,EOGWO,24,3.468618e+01
F7,EOGWO,25,1.387082e+01
F7,EOGWO,26,1.082206e+01
F7,EOGWO,27,4.395525e+00
F7,EOGWO,28,1.386280e+01
F7,EOGWO,29,7.456810e+00
F7,GWO,0,2.441262e+01
F7,GWO,1,9.906001e+00
F7,GWO,2,9.812550e+00
F7,GWO,3,3.108587e+00
F7,GWO,4,1.021920e+01
F7,GWO,5,1.033377e+01
F7,GWO,6,1.597878e+01
F7,GWO,7,1.697675e+01
F7,GWO,8,1.919649e+01
F7,GWO,9,1.912851e+01
F7,GWO,10,9.721560e+00
F7,GWO,11,2.099158e+01
F7,GWO,12,1.215906e+01
F7,GWO,13,9.450994e+00
F7,GWO,14,2.258572e+01
F7,GWO,15,1.103704e+01
F7,GWO,16,7.872115e+00
F7,GWO,17,7.259734e+00
F7,GWO,18,1.578795e+01
F7,GWO,19,9.768483e+00
F7,GWO,20,2.302454e+01
F7,GWO,21,2.024568e+01
F7,GWO,22,2.694086e+01
F7,GWO,23,1.678897e+01
F7,GWO,24,6.549278e+00
F7,GWO,25,1.027535e+01
F7,GWO,26,1.037622e+01
F7,GWO,27,8.019634e+00
F7,GWO,28,8.339049e+00
F7,GWO,29,1.718141e+01
F7,PSO,0,5.118941e+00
F7,PSO,1,1.783428e+00
F7,PSO,2,1.144537e+01
F7,PSO,3,5.464946e+00
F7,PSO,4,1.185309e+01
F7,PSO,5,4.821122e+00
F7,PSO,6,1.009793e+01
F7,PSO,7,1.501253e+01
F7,PSO,8,2.153369e+01
F7,PSO,9,8.476128e+00
F7,PSO,10,1.199392e+01
F7,PSO,11,3.905097e+00
F7,PSO,12,1.218353e+00
F7,PSO,13,1.524492e+01
F7,PSO,14,1.820961e+00
F7,PSO,15,4.021573e+00
F7,PSO,16,2.127694e+01
F7,PSO,17,1.273530e+01
F7,PSO,18,1.630200e+01
F7,PSO,19,4.019235e+00
F7,PSO,20,1.374717e+01
F7,PSO,21,1.871463e+00
F7,PSO,22,8.019178e+00
F7,PSO,23,4.478666e+00
F7,PSO,24,1.255886e+01
F7,PSO,25,1.161601e+01
F7,PSO,26,1.758285e+01
F7,PSO,27,1.704082e+01
F7,PSO,28,6.984783e+00
F7,PSO,29,3.191685e+00
F7,DE,0,5.270152e+00
F7,DE,1,2.363998e+00
F7,DE,2,7.251197e-01
F7,DE,3,5.466712e-01
F7,DE,4,5.099460e+00
F7,DE,5,5.458455e-01
F7,DE,6,3.705021e+00
F7,DE,7,4.059651e+00
F7,DE,8,1.525249e+00
F7,DE,9,5.065267e+00
F7,DE,10,3.570756e+00
F7,DE,11,1.906861e+00
F7,DE,12,4.479550e-01
F7,DE,13,2.915546e+00
F7,DE,14,1.322797e+00
F7,DE,15,3.032832e+00
F7,DE,16,7.588642e-01
F7,DE,17,4.547268e-01
F7,DE,18,9.029144e-01
F7,DE,19,1.087865e+00
F7,DE,20,2.190114e+00
F7,DE,21,4.342246e+00
F7,DE,22,1.377271e+00
F7,DE,23,9.020546e-01
F7,DE,24,6.369722e-01
F7,DE,25,3.686333e+00
F7,DE,26,2.358811e+00
F7,DE,27,1.362466e+00
F7,DE,28,1.722106e+00
F7,DE,29,3.027177e+00
F7,WOA,0,8.953148e+01
F7,WOA,1,5.555874e+01
F7,WOA,2,6.193863e+01
F7,WOA,3,2.681607e+01
F7,WOA,4,3.975498e+01
F7,WOA,5,1.102885e+02
F7,WOA,6,8.437920e+01
F7,WOA,7,6.710573e+01
F7,WOA,8,5.135752e+01
F7,WOA,9,4.067874e+01
F7,WOA,10,3.473337e+01
F7,WOA,11,4.339126e+01
F7,WOA,12,5.733032e+01
F7,WOA,13,6.600732e+01
F7,WOA,14,5.620069e+01
F7,WOA,15,4.296938e+01
F7,WOA,16,5.934504e+01
F7,WOA,17,8.431962e+01
F7,WOA,18,1.000069e+02
F7,WOA,19,5.943210e+01
F7,WOA,20,3.182163e+01
F7,WOA,21,3.363085e+01
F7,WOA,22,5.526252e+01
F7,WOA,23,7.003952e+01
F7,WOA,24,5.322341e+01
F7,WOA,25,5.266167e+01
F7,WOA,26,4.849057e+01
F7,WOA,27,8.093172e+01
F7,WOA,28,6.740383e+01
F7,WOA,29,5.084768e+01
F8,EOGWO,0,2.106236e+01
F8,EOGWO,1,2.113863e+01
F8,EOGWO,2,2.107540e+01
F8,EOGWO,3,2.103088e+01
F8,EOGWO,4,2.102610e+01
F8,EOGWO,5,2.111837e+01
F8,EOGWO,6,2.111277e+01
F8,EOGWO,7,2.109771e+01
F8,EOGWO,8,2.112866e+01
F8,EOGWO,9,2.108081e+01
F8,EOGWO,10,2.107044e+01
F8,EOGWO,11,2.111035e+01
F8,EOGWO,12,2.107885e+01
F8,EOGWO,13,2.108854e+01
F8,EOGWO,14,2.105554e+01
F8,EOGWO,15,2.111560e+01
F8,EOGWO,16,2.114207e+01
F8,EOGWO,17,2.105883e+01
F8,EOGWO,18,2.105467e+01
F8,EOGWO,19,2.113981e+01
F8,EOGWO,20,2.103843e+01
F8,EOGWO,21,2.115033e+01
F8,EOGWO,22,2.105420e+01
F8,EOGWO,23,2.099763e+01
F8,EOGWO,24,2.109555e+01
F8,EOGWO,25,2.103957e+01
F8,EOGWO,26,2.113539e+01
F8,EOGWO,27,2.099735e+01
F8,EOGWO,28,2.108771e+01
F8,EOGWO,29,2.111526e+01
F8,GWO,0,2.107887e+01
F8,GWO,1,2.112661e+01
F8,GWO,2,2.105615e+01
F8,GWO,3,2.100400e+01
F8,GWO,4,2.108087e+01
F8,GWO,5,2.109220e+01
F8,GWO,6,2.105686e+01
F8,GWO,7,2.107454e+01
F8,GWO,8,2.104964e+01
F8,GWO,9,2.111684e+01
F8,GWO,10,2.109005e+01
F8,GWO,11,2.111850e+01
F8,GWO,12,2.112263e+01
F8,GWO,13,2.111569e+01
F8,GWO,14,2.111905e+01
F8,GWO,15,2.114016e+01
F8,GWO,16,2.108874e+01
F8,GWO,17,2.108904e+01
F8,GWO,18,2.096833e+01
F8,GWO,19,2.100517e+01
F8,GWO,20,2.115309e+01
F8,GWO,21,2.116503e+01
F8,GWO,22,2.104299e+01
F8,GWO,23,2.111169e+01
F8,GWO,24,2.106791e+01
F8,GWO,25,2.113711e+01
F8,GWO,26,2.103760e+01
F8,GWO,27,2.110409e+01
F8,GWO,28,2.115564e+01
F8,GWO,29,2.113852e+01
F8,PSO,0,2.090148e+01
F8,PSO,1,2.100683e+01
F8,PSO,2,2.104002e+01
F8,PSO,3,2.109058e+01
F8,PSO,4,2.098534e+01
F8,PSO,5,2.104245e+01
F8,PSO,6,2.105460e+01
F8,PSO,7,2.102042e+01
F8,PSO,8,2.104409e+01
F8,PSO,9,2.102625e+01
F8,PSO,10,2.106850e+01
F8,PSO,11,2.100514e+01
F8,PSO,12,2.114962e+01
F8,PSO,13,2.095274e+01
F8,PSO,14,2.099143e+01
F8,PSO,15,2.097180e+01
F8,PSO,16,2.079263e+01
F8,PSO,17,2.105411e+01
F8,PSO,18,2.097889e+01
F8,PSO,19,2.099477e+01
F8,PSO,20,2.105297e+01
F8,PSO,21,2.094655e+01
F8,PSO,22,2.106722e+01
F8,PSO,23,2.107363e+01
F8,PSO,24,2.099969e+01
F8,PSO,25,2.115599e+01
F8,PSO,26,2.110848e+01
F8,PSO,27,2.103503e+01
F8,PSO,28,2.104372e+01
F8,PSO,29,2.103571e+01
F8,DE,0,2.098428e+01
F8,DE,1,2.114464e+01
F8,DE,2,2.105807e+01
F8,DE,3,2.106155e+01
F8,DE,4,2.108905e+01
F8,DE,5,2.110877e+01
F8,DE,6,2.111930e+01
F8,DE,7,2.108572e+01
F8,DE,8,2.111434e+01
F8,DE,9,2.114715e+01
F8,DE,10,2.113553e+01
F8,DE,11,2.108792e+01
F8,DE,12,2.104887e+01
F8,DE,13,2.099939e+01
F8,DE,14,2.109927e+01
F8,DE,15,2.110026e+01
F8,DE,16,2.106316e+01
F8,DE,17,2.113008e+01
F8,DE,18,2.104788e+01
F8,DE,19,2.111159e+01
F8,DE,20,2.107168e+01
F8,DE,21,2.109697e+01
F8,DE,22,2.106315e+01
F8,DE,23,2.108325e+01
F8,DE,24,2.111506e+01
F8,DE,25,2.108411e+01
F8,DE,26,2.109829e+01
F8,DE,27,2.113697e+01
F8,DE,28,2.110768e+01
F8,DE,29,2.104674e+01
F8,WOA,0,2.029333e+01
F8,WOA,1,2.018419e+01
F8,WOA,2,2.075763e+01
F8,WOA,3,2.088520e+01
F8,WOA,4,2.050896e+01
F8,WOA,5,2.033321e+01
F8,WOA,6,2.037317e+01
F8,WOA,7,2.043499e+01
F8,WOA,8,2.055277e+01
F8,WOA,9,2.062241e+01
F8,WOA,10,2.049058e+01
F8,WOA,11,2.057801e+01
F8,WOA,12,2.065231e+01
F8,WOA,13,2.069402e+01
F8,WOA,14,2.045574e+01
F8,WOA,15,2.053226e+01
F8,WOA,16,2.044052e+01
F8,WOA,17,2.049185e+01
F8,WOA,18,2.070753e+01
F8,WOA,19,2.047012e+01
F8,WOA,20,2.042997e+01
F8,WOA,21,2.068010e+01
F8,WOA,22,2.071713e+01
F8,WOA,23,2.050232e+01
F8,WOA,24,2.051283e+01
F8,WOA,25,2.027578e+01
F8,WOA,26,2.024936e+01
F8,WOA,27,2.059617e+01
F8,WOA,28,2.053291e+01
F8,WOA,29,2.039377e+01
F9,EOGWO,0,1.081607e+00
F9,EOGWO,1,1.200524e+00
F9,EOGWO,2,1.148723e+00
F9,EOGWO,3,1.231743e+00
F9,EOGWO,4,1.052854e+00
F9,EOGWO,5,1.319443e+00
F9,EOGWO,6,1.071657e+00
F9,EOGWO,7,1.265970e+00
F9,EOGWO,8,1.122562e+00
F9,EOGWO,9,1.690714e+00
F9,EOGWO,10,1.525963e+00
F9,EOGWO,11,1.134786e+00
F9,EOGWO,12,1.196464e+00
F9,EOGWO,13,1.296572e+00
F9,EOGWO,14,1.225266e+00
F9,EOGWO,15,1.195943e+00
F9,EOGWO,16,1.196288e+00
F9,EOGWO,17,1.144701e+00
F9,EOGWO,18,1.126429e+00
F9,EOGWO,19,1.220418e+00
F9,EOGWO,20,1.227959e+00
F9,EOGWO,21,1.161101e+00
F9,EOGWO,22,1.101476e+00
F9,EOGWO,23,1.162382e+00
F9,EOGWO,24,1.046007e+00
F9,EOGWO,25,1.237485e+00
F9,EOGWO,26,1.488925e+00
F9,EOGWO,27,1.326982e+00
F9,EOGWO,28,1.313133e+00
F9,EOGWO,29,1.197851e+00
F9,GWO,0,1.909265e+01
F9,GWO,1,1.750725e+01
F9,GWO,2,1.866044e+01
F9,GWO,3,2.497970e+01
F9,GWO,4,1.262094e+01
F9,GWO,5,6.205744e+00
F9,GWO,6,1.367751e+01
F9,GWO,7,9.178264e+00
F9,GWO,8,7.430499e+00
F9,GWO,9,1.795591e+01
F9,GWO,10,1.281334e+01
F9,GWO,11,1.388367e+01
F9,GWO,12,1.275808e+01
F9,GWO,13,9.799422e+00
F9,GWO,14,3.750658e+01
F9,GWO,15,8.367691e+00
F9,GWO,16,5.655962e+00
F9,GWO,17,2.739969e+00
F9,GWO,18,6.000982e+00
F9,GWO,19,3.118042e+00
F9,GWO,20,6.922708e+00
F9,GWO,21,8.081900e+00
F9,GWO,22,1.045826e+01
F9,GWO,23,6.014214e+01
F9,GWO,24,1.576843e+01
F9,GWO,25,6.255545e+00
F9,GWO,26,3.123020e+01
F9,GWO,27,2.703124e+01
F9,GWO,28,1.065313e+01
F9,GWO,29,1.318042e+01
F9,PSO,0,5.942775e+01
F9,PSO,1,2.910440e+01
F9,PSO,2,5.747502e+01
F9,PSO,3,6.173221e+00
F9,PSO,4,4.881931e-01
F9,PSO,5,6.168742e+00
F9,PSO,6,5.404566e-01
F9,PSO,7,3.599628e-01
F9,PSO,8,6.589222e+01
F9,PSO,9,6.594775e-01
F9,PSO,10,1.773060e+01
F9,PSO,11,8.923688e+00
F9,PSO,12,7.469753e-01
F9,PSO,13,7.355232e+01
F9,PSO,14,3.009904e+01
F9,PSO,15,2.712555e+01
F9,PSO,16,2.225846e+01
F9,PSO,17,2.108773e+01
F9,PSO,18,4.291957e+01
F9,PSO,19,6.176996e+00
F9,PSO,20,1.012702e+00
F9,PSO,21,4.444490e-01
F9,PSO,22,2.438743e+01
F9,PSO,23,3.057962e-01
F9,PSO,24,6.169000e+00
F9,PSO,25,1.256505e+01
F9,PSO,26,5.157031e+01
F9,PSO,27,8.923680e+00
F9,PSO,28,2.742892e+01
F9,PSO,29,4.738056e-01
F9,DE,0,1.059304e+00
F9,DE,1,2.570224e-01
F9,DE,2,1.699134e+00
F9,DE,3,6.333891e-01
F9,DE,4,1.555589e+00
F9,DE,5,5.111069e+00
F9,DE,6,1.167349e-01
F9,DE,7,2.750370e-01
F9,DE,8,1.191532e-01
F9,DE,9,5.614283e-01
F9,DE,10,1.773206e-01
F9,DE,11,8.214653e-01
F9,DE,12,2.474256e-01
F9,DE,13,7.063570e-02
F9,DE,14,1.863831e+00
F9,DE,15,4.170680e-01
F9,DE,16,6.674924e-01
F9,DE,17,1.087257e+00
F9,DE,18,4.518708e-01
F9,DE,19,4.487974e-02
F9,DE,20,5.305895e-01
F9,DE,21,1.050399e+00
F9,DE,22,5.289066e-01
F9,DE,23,2.439630e+00
F9,DE,24,2.462911e-01
F9,DE,25,3.504413e-01
F9,DE,26,1.030021e+00
F9,DE,27,3.965178e-02
F9,DE,28,6.706279e-01
F9,DE,29,2.342120e-02
F9,WOA,0,3.295571e+00
F9,WOA,1,1.832304e+00
F9,WOA,2,4.441812e+00
F9,WOA,3,1.914224e+00
F9,WOA,4,2.866034e+00
F9,WOA,5,1.268652e+00
F9,WOA,6,4.026033e+00
F9,WOA,7,2.932390e+00
F9,WOA,8,1.873541e+00
F9,WOA,9,3.269939e+00
F9,WOA,10,1.175100e+00
F9,WOA,11,5.421793e+00
F9,WOA,12,1.089872e+01
F9,WOA,13,1.246964e+00
F9,WOA,14,3.367423e+00
F9,WOA,15,4.680048e+00
F9,WOA,16,1.327895e+01
F9,WOA,17,1.166668e+00
F9,WOA,18,6.625202e+00
F9,WOA,19,9.007658e+00
F9,WOA,20,4.656999e+00
F9,WOA,21,1.507974e+00
F9,WOA,22,1.057060e+01
F9,WOA,23,3.701785e+00
F9,WOA,24,1.772325e+00
F9,WOA,25,3.543910e+00
F9,WOA,26,2.441458e+00
F9,WOA,27,1.866370e+00
F9,WOA,28,1.212494e+00
F9,WOA,29,2.216846e+00
F10,EOGWO,0,3.787707e+04
F10,EOGWO,1,3.478831e+04
F10,EOGWO,2,3.935607e+04
F10,EOGWO,3,3.214658e+04
F10,EOGWO,4,4.296513e+04
F10,EOGWO,5,4.279183e+04
F10,EOGWO,6,6.003068e+04
F10,EOGWO,7,2.681602e+04
F10,EOGWO,8,4.366276e+04
F10,EOGWO,9,3.113107e+04
F10,EOGWO,10,4.335570e+04
F10,EOGWO,11,2.199090e+04
F10,EOGWO,12,2.758672e+04
F10,EOGWO,13,3.639612e+04
F10,EOGWO,14,4.226232e+04
F10,EOGWO,15,5.827579e+04
F10,EOGWO,16,3.946605e+04
F10,EOGWO,17,3.658049e+04
F10,EOGWO,18,3.616186e+04
F10,EOGWO,19,3.706913e+04
F10,EOGWO,20,4.250404e+04
F10,EOGWO,21,4.877623e+04
F10,EOGWO,22,3.290250e+04
F10,EOGWO,23,4.383175e+04
F10,EOGWO,24,4.661241e+04
F10,EOGWO,25,3.522293e+04
F10,EOGWO,26,3.101519e+04
F10,EOGWO,27,4.355909e+04
F10,EOGWO,28,4.008559e+04
F10,EOGWO,29,3.845794e+04
F10,GWO,0,4.080819e+04
F10,GWO,1,3.766386e+04
F10,GWO,2,4.808521e+04
F10,GWO,3,3.922577e+04
F10,GWO,4,4.253123e+04
F10,GWO,5,3.904481e+04
F10,GWO,6,5.751410e+04
F10,GWO,7,2.736810e+04
F10,GWO,8,5.387361e+04
F10,GWO,9,5.011462e+04
F10,GWO,10,5.344575e+04
F10,GWO,11,4.903699e+04
F10,GWO,12,4.485861e+04
F10,GWO,13,6.030717e+04
F10,GWO,14,4.876628e+04
F10,GWO,15,4.400229e+04
F10,GWO,16,5.024599e+04
F10,GWO,17,3.319890e+04
F10,GWO,18,3.167164e+04
F10,GWO,19,3.535718e+04
F10,GWO,20,5.059818e+04
F10,GWO,21,5.060906e+04
F10,GWO,22,3.086263e+04
F10,GWO,23,4.909303e+04
F10,GWO,24,3.978215e+04
F10,GWO,25,3.444103e+04
F10,GWO,26,3.678679e+04
F10,GWO,27,4.131564e+04
F10,GWO,28,5.273882e+04
F10,GWO,29,2.283511e+04
F10,PSO,0,5.999341e+04
F10,PSO,1,3.423021e+04
F10,PSO,2,9.533393e+04
F10,PSO,3,8.048256e+04
F10,PSO,4,8.060371e+04
F10,PSO,5,9.892655e+04
F10,PSO,6,5.418594e+04
F10,PSO,7,4.400325e+04
F10,PSO,8,7.073310e+04
F10,PSO,9,4.370476e+04
F10,PSO,10,4.391588e+04
F10,PSO,11,4.076822e+04
F10,PSO,12,3.437732e+04
F10,PSO,13,9.278376e+04
F10,PSO,14,1.183948e+05
F10,PSO,15,4.974174e+04
F10,PSO,16,4.890483e+04
F10,PSO,17,5.850010e+04
F10,PSO,18,3.477083e+04
F10,PSO,19,4.320892e+04
F10,PSO,20,5.429793e+04
F10,PSO,21,8.171903e+04
F10,PSO,22,1.920262e+04
F10,PSO,23,5.365486e+04
F10,PSO,24,5.455229e+04
F10,PSO,25,6.441672e+04
F10,PSO,26,5.282646e+04
F10,PSO,27,5.614831e+04
F10,PSO,28,7.357396e+04
F10,PSO,29,7.122538e+04
F10,DE,0,5.078763e+04
F10,DE,1,4.022930e+04
F10,DE,2,4.499148e+04
F10,DE,3,4.881525e+04
F10,DE,4,7.436436e+04
F10,DE,5,6.371660e+04
F10,DE,6,5.474369e+04
F10,DE,7,3.869027e+04
F10,DE,8,3.049026e+04
F10,DE,9,2.725864e+04
F10,DE,10,4.605929e+04
F10,DE,11,4.445948e+04
F10,DE,12,5.093976e+04
F10,DE,13,3.976004e+04
F10,DE,14,2.851862e+04
F10,DE,15,3.928445e+04
F10,DE,16,3.921058e+04
F10,DE,17,5.256750e+04
F10,DE,18,3.934746e+04
F10,DE,19,5.004521e+04
F10,DE,20,4.631548e+04
F10,DE,21,4.305258e+04
F10,DE,22,3.823226e+04
F10,DE,23,5.062654e+04
F10,DE,24,4.437630e+04
F10,DE,25,2.948972e+04
F10,DE,26,4.159105e+04
F10,DE,27,4.937659e+04
F10,DE,28,5.591938e+04
F10,DE,29,3.655126e+04
F10,WOA,0,5.254177e+04
F10,WOA,1,4.458176e+04
F10,WOA,2,4.763904e+04
F10,WOA,3,6.967554e+04
F10,WOA,4,6.002654e+04
F10,WOA,5,6.736703e+04
F10,WOA,6,6.747518e+04
F10,WOA,7,4.377865e+04
F10,WOA,8,5.388490e+04
F10,WOA,9,4.143257e+04
F10,WOA,10,5.717860e+04
F10,WOA,11,7.071615e+04
F10,WOA,12,4.035902e+04
F10,WOA,13,5.060531e+04
F10,WOA,14,4.683002e+04
F10,WOA,15,2.886812e+04
F10,WOA,16,4.930573e+04
F10,WOA,17,3.916246e+04
F10,WOA,18,5.757564e+04
F10,WOA,19,5.748032e+04
F10,WOA,20,6.063475e+04
F10,WOA,21,9.476013e+04
F10,WOA,22,6.753204e+04
F10,WOA,23,4.299904e+04
F10,WOA,24,3.916939e+04
F10,WOA,25,3.697438e+04
F10,WOA,26,4.297984e+04
F10,WOA,27,6.295425e+04
F10,WOA,28,4.362421e+04
F10,WOA,29,3.408204e+04
